AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_179;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_179_1;SCAF----------------------------;HYBRID MIL Data_177_msg_n;;GADIRU_INSTRUM_DATA_80_179_SG_1;Float;;;32;360;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_18;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_18_1;SCAF----------------------------;HYBRID MIL Data_16_msg_n;;GADIRU_INSTRUM_DATA_80_18_SG_1;Float;;;32;364;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_180;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_180_1;SCAF----------------------------;HYBRID MIL Data_178_msg_n;;GADIRU_INSTRUM_DATA_80_180_SG_1;Float;;;32;368;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_181;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_181_1;SCAF----------------------------;HYBRID MIL Data_179_msg_n;;GADIRU_INSTRUM_DATA_80_181_SG_1;Float;;;32;372;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_182;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_182_1;SCAF----------------------------;HYBRID MIL Data_180_msg_n;;GADIRU_INSTRUM_DATA_80_182_SG_1;Float;;;32;376;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_183;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_183_1;SCAF----------------------------;HYBRID MIL Data_181_msg_n;;GADIRU_INSTRUM_DATA_80_183_SG_1;Float;;;32;380;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_184;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_184_1;SCAF----------------------------;HYBRID MIL Data_182_msg_n;;GADIRU_INSTRUM_DATA_80_184_SG_1;Float;;;32;384;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_185;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_185_1;SCAF----------------------------;HYBRID MIL Data_183_msg_n;;GADIRU_INSTRUM_DATA_80_185_SG_1;Float;;;32;388;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_186;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_186_1;SCAF----------------------------;HYBRID MIL Data_184_msg_n;;GADIRU_INSTRUM_DATA_80_186_SG_1;Float;;;32;392;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_187;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_187_1;SCAF----------------------------;HYBRID MIL Data_185_msg_n;;GADIRU_INSTRUM_DATA_80_187_SG_1;Float;;;32;396;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_188;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_188_1;SCAF----------------------------;HYBRID MIL Data_186_msg_n;;GADIRU_INSTRUM_DATA_80_188_SG_1;Float;;;32;400;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_189;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_189_1;SCAF----------------------------;HYBRID MIL Data_187_msg_n;;GADIRU_INSTRUM_DATA_80_189_SG_1;Float;;;32;404;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_19;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_19_1;SCAF----------------------------;HYBRID MIL Data_17_msg_n;;GADIRU_INSTRUM_DATA_80_19_SG_1;Float;;;32;408;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_190;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_190_1;SCAF----------------------------;HYBRID MIL Data_188_msg_n;;GADIRU_INSTRUM_DATA_80_190_SG_1;Float;;;32;412;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_191;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_191_1;SCAF----------------------------;HYBRID MIL Data_189_msg_n;;GADIRU_INSTRUM_DATA_80_191_SG_1;Float;;;32;416;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_192;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_192_1;SCAF----------------------------;HYBRID MIL Data_190_msg_n;;GADIRU_INSTRUM_DATA_80_192_SG_1;Float;;;32;420;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_193;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_193_1;SCAF----------------------------;HYBRID MIL Data_191_msg_n;;GADIRU_INSTRUM_DATA_80_193_SG_1;Float;;;32;424;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_194;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_194_1;SCAF----------------------------;HYBRID MIL Data_192_msg_n;;GADIRU_INSTRUM_DATA_80_194_SG_1;Float;;;32;428;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_195;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_195_1;SCAF----------------------------;HYBRID MIL Data_193_msg_n;;GADIRU_INSTRUM_DATA_80_195_SG_1;Float;;;32;432;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_196;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_196_1;SCAF----------------------------;HYBRID MIL Data_194_msg_n;;GADIRU_INSTRUM_DATA_80_196_SG_1;Float;;;32;436;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_197;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_197_1;SCAF----------------------------;HYBRID MIL Data_195_msg_n;;GADIRU_INSTRUM_DATA_80_197_SG_1;Float;;;32;440;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_198;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_198_1;SCAF----------------------------;HYBRID MIL Data_196_msg_n;;GADIRU_INSTRUM_DATA_80_198_SG_1;Float;;;32;444;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_199;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_199_1;SCAF----------------------------;HYBRID MIL Data_197_msg_n;;GADIRU_INSTRUM_DATA_80_199_SG_1;Float;;;32;448;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Integer;GADIRU_INSTRUM_DATA_80_2;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_2_1;SCAF----------------------------;Hybrid MIL_msg_n;;GADIRU_INSTRUM_DATA_80_2_SG_1;Integer;;;32;452;;;;;;;;;;;;;;;;-2147483648;2147483647;No Unit;;BN2
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_20;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_20_1;SCAF----------------------------;HYBRID MIL Data_18_msg_n;;GADIRU_INSTRUM_DATA_80_20_SG_1;Float;;;32;456;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_200;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_200_1;SCAF----------------------------;HYBRID MIL Data_198_msg_n;;GADIRU_INSTRUM_DATA_80_200_SG_1;Float;;;32;460;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_201;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_201_1;SCAF----------------------------;HYBRID MIL Data_199_msg_n;;GADIRU_INSTRUM_DATA_80_201_SG_1;Float;;;32;464;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_202;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_202_1;SCAF----------------------------;HYBRID MIL Data_200_msg_n;;GADIRU_INSTRUM_DATA_80_202_SG_1;Float;;;32;468;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_203;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_203_1;SCAF----------------------------;HYBRID MIL Data_201_msg_n;;GADIRU_INSTRUM_DATA_80_203_SG_1;Float;;;32;472;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_204;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_204_1;SCAF----------------------------;HYBRID MIL Data_202_msg_n;;GADIRU_INSTRUM_DATA_80_204_SG_1;Float;;;32;476;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_205;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_205_1;SCAF----------------------------;HYBRID MIL Data_203_msg_n;;GADIRU_INSTRUM_DATA_80_205_SG_1;Float;;;32;480;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_206;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_206_1;SCAF----------------------------;HYBRID MIL Data_204_msg_n;;GADIRU_INSTRUM_DATA_80_206_SG_1;Float;;;32;484;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_207;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_207_1;SCAF----------------------------;HYBRID MIL Data_205_msg_n;;GADIRU_INSTRUM_DATA_80_207_SG_1;Float;;;32;488;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_208;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_208_1;SCAF----------------------------;HYBRID MIL Data_206_msg_n;;GADIRU_INSTRUM_DATA_80_208_SG_1;Float;;;32;492;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_209;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_209_1;SCAF----------------------------;HYBRID MIL Data_207_msg_n;;GADIRU_INSTRUM_DATA_80_209_SG_1;Float;;;32;496;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_21;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_21_1;SCAF----------------------------;HYBRID MIL Data_19_msg_n;;GADIRU_INSTRUM_DATA_80_21_SG_1;Float;;;32;500;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_210;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_210_1;SCAF----------------------------;HYBRID MIL Data_208_msg_n;;GADIRU_INSTRUM_DATA_80_210_SG_1;Float;;;32;504;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_211;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_211_1;SCAF----------------------------;HYBRID MIL Data_209_msg_n;;GADIRU_INSTRUM_DATA_80_211_SG_1;Float;;;32;508;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_212;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_212_1;SCAF----------------------------;HYBRID MIL Data_210_msg_n;;GADIRU_INSTRUM_DATA_80_212_SG_1;Float;;;32;512;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_213;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_213_1;SCAF----------------------------;HYBRID MIL Data_211_msg_n;;GADIRU_INSTRUM_DATA_80_213_SG_1;Float;;;32;516;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_214;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_214_1;SCAF----------------------------;HYBRID MIL Data_212_msg_n;;GADIRU_INSTRUM_DATA_80_214_SG_1;Float;;;32;520;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_215;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_215_1;SCAF----------------------------;HYBRID MIL Data_213_msg_n;;GADIRU_INSTRUM_DATA_80_215_SG_1;Float;;;32;524;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
AFDX_OUTPUT_MESSAGE;HYBRID_1;;Application;VL_S_GADIRU_1_INSTRUM_2;10009;GADIRU_INSTRUM_9_MES_HYBRID_MIL_1;;;non protocol based data;;932;0;480;480;FDS_INSTRUM_HYBRID_MIL;;924;0;8;FS_INSTRUM_HYBRID_MIL;;4;Float;GADIRU_INSTRUM_DATA_80_216;;480;;HYBRID MIL_msg_n;GADIRU_INSTRUM_DATA_80_216_1;SCAF----------------------------;HYBRID MIL Data_214_msg_n;;GADIRU_INSTRUM_DATA_80_216_SG_1;Float;;;32;528;;;;;;;;;;;-1,00E+15;1,00E+15;No Unit;;Simple Precision
